state,district,net_gw_availability_ham,net_gw_irrigation_ham,stage_pct,category
Punjab,Bathinda,101681.0,118446.0,119.0,Over-Exploited
Punjab,Faridkot,61061.0,95603.0,160.0,Over-Exploited
Punjab,Fateh Garh Sahib,53919.0,111180.0,210.0,Over-Exploited
Punjab,Ferozepur,189552.0,275576.0,147.0,Over-Exploited
Punjab,Gurdaspur,177621.0,219741.0,127.0,Over-Exploited
Punjab,Hoshiarpur,89774.0,87047.0,102.0,Over-Exploited
Punjab,Jalandhar,117476.0,267002.0,231.0,Over-Exploited
Punjab,Kapurthala,66019.0,150588.0,234.0,Over-Exploited
Punjab,Ludhiana,208139.0,336828.0,167.0,Over-Exploited
Punjab,Mansa,69647.0,144741.0,208.0,Over-Exploited
Punjab,Moga,120572.0,242148.0,202.0,Over-Exploited
Punjab,Muktsar,77914.0,51625.0,69.0,Safe
Punjab,Nawan Shahr,62746.0,70742.0,115.0,Over-Exploited
Punjab,Patiala,149451.0,288631.0,196.0,Over-Exploited
Punjab,Ropar,41829.0,43775.0,110.0,Over-Exploited
Punjab,Mohali,27484.0,23576.0,103.0,Over-Exploited
Punjab,Sangrur,130551.0,366396.0,283.0,Over-Exploited
Punjab,Tarn Taran,104402.0,187566.0,182.0,Over-Exploited
Rajasthan,Ajmer,32206.0,41547.0,144.0,Over-Exploited
Rajasthan,Alwar,73169.0,121552.0,179.0,Over-Exploited
Rajasthan,Banswara,23066.0,9231.0,49.0,Safe
Rajasthan,Baran,47163.0,52596.0,120.0,Over-Exploited
Rajasthan,Barmer,24729.0,23901.0,124.0,Over-Exploited
Rajasthan,Bharatpur,44936.0,45839.0,116.0,Over-Exploited
Rajasthan,Bhilwara,41955.0,50198.0,129.0,Over-Exploited
Rajasthan,Bikaner,24001.0,25867.0,143.0,Over-Exploited
Rajasthan,Bundi,36295.0,33669.0,100.0,Critical
Rajasthan,Chittorgarh,31860.0,43227.0,140.0,Over-Exploited
Rajasthan,Churu,13395.0,9445.0,88.0,Semi-Critical
Rajasthan,Dausa,23753.0,37886.0,170.0,Over-Exploited
Rajasthan,Dholpur,25930.0,30706.0,128.0,Over-Exploited
Rajasthan,Dungarpur,12812.0,8396.0,72.0,Semi-Critical
Rajasthan,Ganganagar,36719.0,15617.0,44.0,Safe
Rajasthan,Hanumangarh,20384.0,15716.0,81.0,Semi-Critical
Rajasthan,Jaipur,64552.0,108111.0,207.0,Over-Exploited
Rajasthan,Jaisalmer,6159.0,9356.0,199.0,Over-Exploited
Rajasthan,Jalore,42200.0,77952.0,194.0,Over-Exploited
Rajasthan,Jhalawar,41223.0,47601.0,119.0,Over-Exploited
Rajasthan,Jhunjhunu,24000.0,45604.0,226.0,Over-Exploited
Rajasthan,Jodhpur,38713.0,73164.0,216.0,Over-Exploited
Rajasthan,Karauli,33697.0,41177.0,137.0,Over-Exploited
Rajasthan,Kota,51330.0,42097.0,92.0,Critical
Rajasthan,Nagaur,52426.0,81186.0,189.0,Over-Exploited
Rajasthan,Pali,29630.0,31436.0,115.0,Over-Exploited
Rajasthan,Pratapgarh,14086.0,16884.0,124.0,Over-Exploited
Rajasthan,Rajsamand,10686.0,10270.0,110.0,Over-Exploited
Rajasthan,Sawai Madhopur,36042.0,37408.0,126.0,Over-Exploited
Rajasthan,Sikar,29111.0,37052.0,147.0,Over-Exploited
Rajasthan,Sirohi,27485.0,29952.0,113.0,Over-Exploited
Rajasthan,Tonk,43894.0,35745.0,99.0,Critical
Rajasthan,Udaipur,25291.0,22931.0,103.0,Over-Exploited
Sikkim,North,236.0,27.0,38.0,Safe
Sikkim,South,1336.0,89.0,22.0,Safe
Sikkim,East,782.0,77.0,61.0,Safe
Sikkim,West,2062.0,81.0,13.0,Safe
Tamil Nadu,Ariyalur,31497.0,13793.0,51.0,Safe
Tamil Nadu,Chennai,2707.0,,226.0,Over-Exploited
Tamil Nadu,Coimbatore,43881.0,44920.0,115.0,Over-Exploited
Tamil Nadu,Cuddalore,123708.0,49902.0,86.0,Semi-Critical
Tamil Nadu,Dharmapuri,37584.0,47799.0,132.0,Over-Exploited
Tamil Nadu,Dindigul,53656.0,61267.0,119.0,Over-Exploited
Tamil Nadu,Erode,69603.0,58656.0,94.0,Critical
Tamil Nadu,Kanchipuram,105525.0,63840.0,66.0,Safe
Tamil Nadu,Kanniyakumari,30446.0,4257.0,19.0,Safe
Tamil Nadu,Karur,32323.0,27922.0,92.0,Critical
Tamil Nadu,Krishnagiri,35494.0,45189.0,133.0,Over-Exploited
Tamil Nadu,Madurai,65868.0,36412.0,58.0,Safe
Tamil Nadu,Nagapattinam,15916.0,15168.0,102.0,Over-Exploited
Tamil Nadu,Namakkal,49173.0,41563.0,89.0,Semi-Critical
Tamil Nadu,Nilgiri,11894.0,545.0,10.0,Safe
Tamil Nadu,Perambalur,20762.0,27053.0,135.0,Over-Exploited
Tamil Nadu,Pudukkottai,143108.0,29139.0,22.0,Safe
Tamil Nadu,Ramanathapuram,68268.0,4856.0,12.0,Safe
Tamil Nadu,Salem,52356.0,80527.0,164.0,Over-Exploited
Tamil Nadu,Sivagangai,98589.0,14120.0,16.0,Safe
Tamil Nadu,Thanjavur,78905.0,79511.0,104.0,Over-Exploited
Tamil Nadu,Theni,35718.0,28804.0,86.0,Semi-Critical
Tamil Nadu,Thiruvallur,72840.0,28804.0,68.0,Safe
Tamil Nadu,Thoothukudi,54456.0,19506.0,43.0,Safe
Tamil Nadu,Tirunelveli,88832.0,48721.0,58.0,Safe
Tamil Nadu,Tiruppur,44325.0,52448.0,127.0,Over-Exploited
Tamil Nadu,Tiruvarur,29980.0,20077.0,71.0,Semi-Critical
Tamil Nadu,Tirvannamalai,109334.0,87993.0,85.0,Semi-Critical
Tamil Nadu,Trichy,72560.0,49777.0,79.0,Semi-Critical
Tamil Nadu,Vellore,59280.0,53833.0,105.0,Over-Exploited
Tamil Nadu,Villupuram,149828.0,148243.0,103.0,Over-Exploited
Tamil Nadu,Virudhunagar,49519.0,32236.0,69.0,Safe
Tripura,West Tripura,87697.0,7134.0,12.0,Safe
Tripura,South Tripura,68813.0,1980.0,5.0,Safe
Tripura,North Tripura,42039.0,174.0,4.0,Safe
Tripura,Dhalai,37251.0,30.0,2.0,Safe
Uttar Pradesh,Agra,82214.0,87858.0,114.0,Over-Exploited
Uttar Pradesh,Aligarh,86808.0,65379.0,82.0,Semi-Critical
Uttar Pradesh,Allahabad,117531.0,83812.0,81.0,Semi-Critical
Uttar Pradesh,Ambedkar Nagar,102989.0,53578.0,57.0,Safe
Uttar Pradesh,Amethi,100781.0,63720.0,68.0,Safe
Uttar Pradesh,Amroha (J P Nagar),66549.0,69268.0,108.0,Over-Exploited
Uttar Pradesh,Auraiya,64242.0,41471.0,69.0,Safe
Uttar Pradesh,Azamgarh,132861.0,73309.0,65.0,Safe
Uttar Pradesh,Baghapat,45369.0,42401.0,98.0,Critical
Uttar Pradesh,Bahraich,107549.0,52440.0,55.0,Safe
Uttar Pradesh,Ballia,88953.0,52184.0,66.0,Safe
Uttar Pradesh,Balrampur,84891.0,38075.0,50.0,Safe
Uttar Pradesh,Banda,67546.0,34094.0,55.0,Safe
Uttar Pradesh,Barabanki,207632.0,126319.0,64.0,Safe
Uttar Pradesh,Bareilly,174396.0,97066.0,60.0,Safe
Uttar Pradesh,Basti.,101044.0,74544.0,79.0,Semi-Critical
Uttar Pradesh,Bijnor,137519.0,87228.0,67.0,Safe
Uttar Pradesh,Budaun,111378.0,88593.0,85.0,Semi-Critical
Uttar Pradesh,Bulandshahar,151866.0,118443.0,82.0,Semi-Critical
Uttar Pradesh,Chandauli,71669.0,22954.0,38.0,Safe
Uttar Pradesh,Chitrakoot,24495.0,14043.0,66.0,Safe
Uttar Pradesh,Deoria,101175.0,71517.0,78.0,Semi-Critical
Uttar Pradesh,Etah,64198.0,53131.0,88.0,Semi-Critical
Uttar Pradesh,Etawah,73924.0,31472.0,46.0,Safe
Uttar Pradesh,Faizabad,72700.0,41401.0,62.0,Safe
Uttar Pradesh,Farrukhabad,61894.0,46022.0,80.0,Semi-Critical
Uttar Pradesh,Fatehpur,111528.0,100681.0,95.0,Critical
Uttar Pradesh,Firozabad,73046.0,81486.0,117.0,Over-Exploited
Uttar Pradesh,G.B.Nagar,45820.0,39872.0,93.0,Critical
Uttar Pradesh,Ghaziabad,30016.0,24457.0,105.0,Over-Exploited
Uttar Pradesh,Ghazipur,125085.0,77844.0,68.0,Safe
Uttar Pradesh,Gonda,117028.0,75828.0,71.0,Semi-Critical
Uttar Pradesh,Gorakhpur,176256.0,88964.0,55.0,Safe
Uttar Pradesh,Hamirpur,51535.0,30091.0,64.0,Safe
Uttar Pradesh,Hapur,40039.0,32979.0,89.0,Semi-Critical
Uttar Pradesh,Hardoi,181375.0,116701.0,69.0,Safe
Uttar Pradesh,Hathras,57482.0,45783.0,85.0,Semi-Critical
Uttar Pradesh,Jalaun,185119.0,48576.0,29.0,Safe
Uttar Pradesh,Jaunpur,124306.0,101176.0,89.0,Semi-Critical
Uttar Pradesh,Jhansi,61296.0,37904.0,68.0,Safe
Uttar Pradesh,Kannauj,64654.0,39804.0,67.0,Safe
Uttar Pradesh,Kanpur Dehat,86885.0,55181.0,68.0,Safe
Uttar Pradesh,Kanpur Nagar,78787.0,56225.0,85.0,Semi-Critical
Uttar Pradesh,Kasganj,58090.0,55147.0,100.0,Critical
Uttar Pradesh,Kaushambhi,49945.0,42184.0,91.0,Critical
Uttar Pradesh,Kushi Nagar,166495.0,71076.0,47.0,Safe
Uttar Pradesh,Lakhimpur Kheri,284590.0,169197.0,62.0,Safe
Uttar Pradesh,Lalitpur,49124.0,27215.0,62.0,Safe
Uttar Pradesh,Lucknow,64315.0,39879.0,69.0,Safe
Uttar Pradesh,Maharajganj,112163.0,63577.0,62.0,Safe
Uttar Pradesh,Mahoba,16168.0,16639.0,112.0,Over-Exploited
Uttar Pradesh,Mainpuri,91583.0,74933.0,86.0,Semi-Critical
Uttar Pradesh,Mathura,104812.0,92384.0,92.0,Critical
Uttar Pradesh,Maunath Bhanjan,48296.0,29635.0,70.0,Semi-Critical
Uttar Pradesh,Meerut,115160.0,77433.0,70.0,Semi-Critical
Uttar Pradesh,Mirzapur,57819.0,30919.0,62.0,Safe
Uttar Pradesh,Moradabad,82697.0,65493.0,85.0,Semi-Critical
Uttar Pradesh,Muzaffarnagar,98139.0,60527.0,66.0,Safe
Uttar Pradesh,Pilibhit,123930.0,76128.0,65.0,Safe
Uttar Pradesh,Pratapgarh,115645.0,128377.0,141.0,Over-Exploited
Uttar Pradesh,Raebarely,85359.0,57189.0,73.0,Semi-Critical
Uttar Pradesh,Rampur,70056.0,70689.0,107.0,Over-Exploited
Uttar Pradesh,Saharanpur,133081.0,171402.0,133.0,Over-Exploited
Uttar Pradesh,Sambhal,63993.0,65636.0,109.0,Over-Exploited
Uttar Pradesh,Sant Kabeer Nagar,71202.0,44391.0,67.0,Safe
Uttar Pradesh,Sant Ravidas Nagar,39972.0,33608.0,93.0,Critical
Uttar Pradesh,Shahjahnpur,137267.0,76348.0,59.0,Safe
Uttar Pradesh,Shamli,42357.0,56694.0,140.0,Over-Exploited
Uttar Pradesh,Shrawasti,42110.0,27376.0,70.0,Semi-Critical
Uttar Pradesh,Siddhrth Nagar,145272.0,87581.0,64.0,Safe
Uttar Pradesh,Sitapur,234032.0,155285.0,70.0,Semi-Critical
Uttar Pradesh,Sonbhadra,21106.0,7620.0,43.0,Safe
Uttar Pradesh,Sultanpur,104541.0,70793.0,73.0,Semi-Critical
Uttar Pradesh,Unnao,175443.0,108387.0,65.0,Safe
Uttar Pradesh,Varanasi,48595.0,36338.0,86.0,Semi-Critical
Uttarakhand,Dehradun,36458.0,4292.0,12.0,Safe
Uttarakhand,Hardwar,71103.0,38104.0,56.0,Safe
Uttarakhand,Nainital,10341.0,4369.0,43.0,Safe
Uttarakhand,Udham Singh Nagar,81639.0,63566.0,79.0,Semi-Critical
West Bengal,Malda,139912.0,49349.0,40.0,Safe
West Bengal,Nadia,191095.0,168092.0,92.0,Critical
West Bengal,Kochbihar,247301.0,37722.0,17.0,Safe
West Bengal,North 24 Parganas,147570.0,78061.0,62.0,Safe
West Bengal,Dakshin Dinajpur,103544.0,45253.0,46.0,Safe
West Bengal,Uttar Dinajpur,171293.0,74202.0,46.0,Safe
West Bengal,Bankura,153736.0,56995.0,40.0,Safe
West Bengal,Purulia,65957.0,1456.0,9.0,Safe
West Bengal,Jalpaiguri,253647.0,7132.0,4.0,Safe
West Bengal,Barddhaman,257882.0,82336.0,36.0,Safe
West Bengal,Murshidabad,222259.0,165522.0,79.0,Semi-Critical
West Bengal,Birbhum,107679.0,32297.0,34.0,Safe
West Bengal,Howrah,26375.0,4561.0,25.0,Safe
West Bengal,Darjeeling,44616.0,799.0,5.0,Safe
West Bengal,Hoogly,132895.0,52750.0,45.0,Safe
West Bengal,Paschim Medinipur,319924.0,95196.0,32.0,Safe
West Bengal,Purba Medinipur,72545.0,20226.0,32.0,Safe
Andaman & Nicobar,Andaman Nicobar,28648.0,63.0,4.44,Safe
Chandigarh,Chandigarh Ut,1940.0,0.0,0.0,Safe
Dadra & Nagar Haveli,Ut Of Dadra & Nagar Ha,5905.0,724.0,22.0,Safe
Daman & Diu,Daman,1196.0,938.0,89.0,Semi-Critical
Daman & Diu,Diu,495.0,509.0,117.0,Over-Exploited
Lakshadweep,Agatti,35.0,,78.0,Semi-Critical
Lakshadweep,Amini,34.0,,82.0,Semi-Critical
Lakshadweep,Androth,62.0,,66.0,Safe
Lakshadweep,Chetlat,14.0,,63.0,Safe
Lakshadweep,Kadmat,41.0,,48.0,Safe
Lakshadweep,Kalpeni,30.0,,54.0,Safe
Lakshadweep,Kiltan,22.0,,67.0,Safe
Lakshadweep,Kavaratti,48.0,,85.0,Semi-Critical
Lakshadweep,Minicoy,64.0,,59.0,Safe
Puducherry,Puducherry,10258.0,11838.0,139.0,Over-Exploited
Puducherry,Karaikal,6529.0,537.0,14.0,Safe
Puducherry,Mahe,243.0,0.0,62.0,Safe
