state,district,monsoon_recharge_rainfall,monsoon_recharge_other,nonmonsoon_recharge_rainfall,nonmonsoon_recharge_other,total_recharge_ham,natural_discharge_ham,net_gw_availability_ham,gw_draft_irrigation_ham,gw_draft_domestic_ind_ham,gw_draft_total_ham,projected_demand_2025_ham,net_gw_future_irrigation_ham,stage_pct,category
Tripura,North Tripura,20457.0,0.0,15954.0,9242.0,45653.0,3613.0,42039.0,174.0,1366.0,1540.0,4073.0,37792.0,4.0,Safe
Tripura,Dhalai,18277.0,0.0,15317.0,7797.0,41390.0,4139.0,37251.0,30.0,745.0,775.0,1800.0,35421.0,2.0,Safe
Uttar Pradesh,Agra,48347.0,12250.0,6827.0,23124.0,90549.0,8335.0,82214.0,87858.0,5693.0,93551.0,9317.0,5192.0,114.0,Over-Exploited
Uttar Pradesh,Aligarh,50778.0,13115.0,7430.0,24593.0,95916.0,9108.0,86808.0,65379.0,5920.0,71299.0,9842.0,12409.0,82.0,Semi-Critical
Uttar Pradesh,Allahabad,74231.0,23835.0,0.0,25782.0,123848.0,6317.0,117531.0,83812.0,11320.0,95132.0,15587.0,21956.0,81.0,Semi-Critical
Uttar Pradesh,Ambedkar Nagar,47963.0,24800.0,10664.0,24983.0,108410.0,5420.0,102989.0,53578.0,5016.0,58595.0,7932.0,41479.0,57.0,Safe
Uttar Pradesh,Amethi,54563.0,23534.0,3287.0,29977.0,111360.0,10580.0,100781.0,63720.0,5286.0,69006.0,8841.0,28220.0,68.0,Safe
Uttar Pradesh,Amroha (J P Nagar),46911.0,8080.0,6880.0,12072.0,73944.0,7394.0,66549.0,69268.0,2878.0,72146.0,5033.0,4314.0,108.0,Over-Exploited
Uttar Pradesh,Auraiya,28211.0,12461.0,0.0,26951.0,67624.0,3381.0,64242.0,41471.0,2777.0,44249.0,3954.0,18817.0,69.0,Safe
Uttar Pradesh,Azamgarh,69175.0,23619.0,16826.0,30234.0,139854.0,6993.0,132861.0,73309.0,13186.0,86495.0,23148.0,37525.0,65.0,Safe
Uttar Pradesh,Baghapat,29823.0,6355.0,0.0,12872.0,49050.0,3681.0,45369.0,42401.0,2199.0,44600.0,3598.0,934.0,98.0,Critical
Uttar Pradesh,Bahraich,95364.0,5868.0,5581.0,10979.0,117793.0,10243.0,107549.0,52440.0,6798.0,59238.0,12951.0,42159.0,55.0,Safe
Uttar Pradesh,Ballia,47366.0,15753.0,10390.0,20126.0,93634.0,4682.0,88953.0,52184.0,6739.0,58924.0,10707.0,26062.0,66.0,Safe
Uttar Pradesh,Balrampur,73415.0,5612.0,0.0,10331.0,89359.0,4468.0,84891.0,38075.0,4219.0,42294.0,5583.0,41232.0,50.0,Safe
Uttar Pradesh,Banda,53101.0,9729.0,0.0,8661.0,71491.0,3945.0,67546.0,34094.0,2804.0,36898.0,3926.0,29526.0,55.0,Safe
Uttar Pradesh,Barabanki,91221.0,38900.0,18426.0,70014.0,218560.0,10928.0,207632.0,126319.0,7211.0,133529.0,10714.0,70599.0,64.0,Safe
Uttar Pradesh,Bareilly,135274.0,22746.0,0.0,32447.0,190467.0,16071.0,174396.0,97066.0,6785.0,103851.0,10476.0,66853.0,60.0,Safe
Uttar Pradesh,Basti.,68119.0,12767.0,14739.0,14931.0,110557.0,9512.0,101044.0,74544.0,4831.0,79375.0,7291.0,19209.0,79.0,Semi-Critical
Uttar Pradesh,Bijnor,113990.0,9571.0,12418.0,14144.0,150124.0,12605.0,137519.0,87228.0,5524.0,92752.0,9402.0,45971.0,67.0,Safe
Uttar Pradesh,Budaun,85934.0,10064.0,9611.0,16806.0,122415.0,11037.0,111378.0,88593.0,5799.0,94392.0,8359.0,17042.0,85.0,Semi-Critical
Uttar Pradesh,Bulandshahar,61151.0,35717.0,7471.0,62993.0,167331.0,15466.0,151866.0,118443.0,5953.0,124396.0,8403.0,26314.0,82.0,Semi-Critical
Uttar Pradesh,Chandauli,36585.0,22595.0,0.0,16261.0,75441.0,3772.0,71669.0,22954.0,4298.0,27251.0,8868.0,39848.0,38.0,Safe
Uttar Pradesh,Chitrakoot,23836.0,1162.0,0.0,1492.0,26490.0,1995.0,24495.0,14043.0,2155.0,16197.0,4206.0,7586.0,66.0,Safe
Uttar Pradesh,Deoria,64979.0,12674.0,9515.0,19333.0,106500.0,5325.0,101175.0,71517.0,7505.0,79022.0,10006.0,19652.0,78.0,Semi-Critical
Uttar Pradesh,Etah,32177.0,12040.0,5513.0,21601.0,71331.0,7133.0,64198.0,53131.0,3550.0,56682.0,5638.0,6878.0,88.0,Semi-Critical
Uttar Pradesh,Etawah,36418.0,13401.0,2330.0,25666.0,77814.0,3891.0,73924.0,31472.0,2522.0,33995.0,3276.0,39175.0,46.0,Safe
Uttar Pradesh,Faizabad,43060.0,13025.0,9073.0,15620.0,80778.0,8078.0,72700.0,41401.0,3810.0,45211.0,4731.0,26568.0,62.0,Safe
Uttar Pradesh,Farrukhabad,42839.0,6295.0,4413.0,11604.0,65151.0,3258.0,61894.0,46022.0,3394.0,49417.0,5225.0,10647.0,80.0,Semi-Critical
Uttar Pradesh,Fatehpur,67645.0,21328.0,0.0,30810.0,119784.0,8255.0,111528.0,100681.0,5500.0,106181.0,9581.0,4085.0,95.0,Critical
Uttar Pradesh,Firozabad,35467.0,13865.0,5719.0,25338.0,80390.0,7344.0,73046.0,81486.0,4055.0,85541.0,7144.0,5266.0,117.0,Over-Exploited
Uttar Pradesh,G.B.Nagar,19100.0,8500.0,2796.0,20515.0,50911.0,5091.0,45820.0,39872.0,2772.0,42644.0,3134.0,3944.0,93.0,Critical
Uttar Pradesh,Ghaziabad,13444.0,5484.0,1730.0,10938.0,31596.0,1580.0,30016.0,24457.0,7109.0,31567.0,12456.0,2452.0,105.0,Over-Exploited
Uttar Pradesh,Ghazipur,61401.0,25380.0,11594.0,34249.0,132624.0,7539.0,125085.0,77844.0,7770.0,85615.0,12708.0,34970.0,68.0,Safe
Uttar Pradesh,Gonda,79389.0,9364.0,18395.0,16039.0,123187.0,6159.0,117028.0,75828.0,6834.0,82662.0,9582.0,31618.0,71.0,Semi-Critical
Uttar Pradesh,Gorakhpur,121911.0,12732.0,30277.0,20613.0,185533.0,9277.0,176256.0,88964.0,7181.0,96145.0,13661.0,73632.0,55.0,Safe
Uttar Pradesh,Hamirpur,31678.0,5400.0,7263.0,12448.0,56788.0,5253.0,51535.0,30091.0,2952.0,33042.0,4944.0,16732.0,64.0,Safe
Uttar Pradesh,Hapur,21638.0,7009.0,2631.0,13209.0,44488.0,4449.0,40039.0,32979.0,2670.0,35649.0,3645.0,5045.0,89.0,Semi-Critical
Uttar Pradesh,Hardoi,94150.0,39799.0,7540.0,49433.0,190921.0,9546.0,181375.0,116701.0,7579.0,124280.0,11907.0,52767.0,69.0,Safe
Uttar Pradesh,Hathras,24475.0,12004.0,3954.0,22089.0,62522.0,5041.0,57482.0,45783.0,2802.0,48585.0,3871.0,10278.0,85.0,Semi-Critical
Uttar Pradesh,Jalaun,71566.0,28678.0,9862.0,84756.0,194862.0,9743.0,185119.0,48576.0,4395.0,52971.0,6333.0,130211.0,29.0,Safe
Uttar Pradesh,Jaunpur,70473.0,26135.0,0.0,39515.0,136123.0,11816.0,124306.0,101176.0,9427.0,110604.0,15990.0,14904.0,89.0,Semi-Critical
Uttar Pradesh,Jhansi,36077.0,4246.0,7258.0,16940.0,64522.0,3226.0,61296.0,37904.0,3802.0,41706.0,4380.0,19012.0,68.0,Safe
Uttar Pradesh,Kannauj,34481.0,9287.0,3845.0,20444.0,68057.0,3403.0,64654.0,39804.0,3238.0,43042.0,4635.0,24210.0,67.0,Safe
Uttar Pradesh,Kanpur Dehat,53789.0,14055.0,0.0,23613.0,91458.0,4573.0,86885.0,55181.0,3793.0,58974.0,5565.0,26139.0,68.0,Safe
Uttar Pradesh,Kanpur Nagar,48714.0,11846.0,0.0,22374.0,82934.0,4147.0,78787.0,56225.0,10375.0,66601.0,24734.0,0.0,85.0,Semi-Critical
Uttar Pradesh,Kasganj,27819.0,12595.0,4718.0,18766.0,63898.0,5807.0,58090.0,55147.0,2658.0,57805.0,4206.0,4026.0,100.0,Critical
Uttar Pradesh,Kaushambhi,37495.0,7631.0,1472.0,8897.0,55494.0,5549.0,49945.0,42184.0,3298.0,45482.0,5051.0,6575.0,91.0,Critical
Uttar Pradesh,Kushi Nagar,89472.0,32475.0,11618.0,41692.0,175257.0,8763.0,166495.0,71076.0,7644.0,78720.0,14300.0,81120.0,47.0,Safe
Uttar Pradesh,Lakhimpur Kheri,144565.0,37590.0,39274.0,78139.0,299568.0,14978.0,284590.0,169197.0,8240.0,177437.0,15233.0,100160.0,62.0,Safe
Uttar Pradesh,Lalitpur,27587.0,4824.0,5604.0,13695.0,51709.0,2585.0,49124.0,27215.0,3056.0,30271.0,3512.0,18397.0,62.0,Safe
Uttar Pradesh,Lucknow,37945.0,11883.0,0.0,17872.0,67700.0,3385.0,64315.0,39879.0,4232.0,44110.0,8375.0,16062.0,69.0,Safe
Uttar Pradesh,Maharajganj,56730.0,20125.0,14733.0,26478.0,118066.0,5903.0,112163.0,63577.0,5760.0,69337.0,10069.0,38516.0,62.0,Safe
Uttar Pradesh,Mahoba,13128.0,1222.0,0.0,3614.0,17965.0,1796.0,16168.0,16639.0,1496.0,18135.0,2675.0,23.0,112.0,Over-Exploited
Uttar Pradesh,Mainpuri,43035.0,16922.0,7561.0,32565.0,100084.0,8501.0,91583.0,74933.0,3612.0,78546.0,5280.0,14890.0,86.0,Semi-Critical
Uttar Pradesh,Mathura,40265.0,24647.0,7051.0,44494.0,116457.0,11646.0,104812.0,92384.0,4003.0,96387.0,6190.0,22239.0,92.0,Critical
Uttar Pradesh,Maunath Bhanjan,30417.0,6603.0,6224.0,7594.0,50838.0,2542.0,48296.0,29635.0,4125.0,33759.0,7289.0,11372.0,70.0,Semi-Critical
Uttar Pradesh,Meerut,47580.0,27422.0,5742.0,45769.0,126513.0,11353.0,115160.0,77433.0,3381.0,80814.0,4636.0,33560.0,70.0,Semi-Critical
Uttar Pradesh,Mirzapur,39704.0,11376.0,0.0,12274.0,63354.0,5535.0,57819.0,30919.0,5150.0,36070.0,10388.0,16889.0,62.0,Safe
Uttar Pradesh,Moradabad,56377.0,12133.0,6964.0,15468.0,90941.0,8245.0,82697.0,65493.0,4668.0,70161.0,7744.0,13956.0,85.0,Semi-Critical
Uttar Pradesh,Muzaffarnagar,51273.0,17292.0,9560.0,30232.0,108357.0,10218.0,98139.0,60527.0,4718.0,65246.0,7644.0,36019.0,66.0,Safe
Uttar Pradesh,Pilibhit,90623.0,18995.0,0.0,26764.0,136382.0,12452.0,123930.0,76128.0,3846.0,79974.0,6034.0,41768.0,65.0,Safe
Uttar Pradesh,Pratapgarh,72982.0,16173.0,12766.0,20501.0,122422.0,6778.0,115645.0,128377.0,34556.0,162933.0,44922.0,28204.0,141.0,Over-Exploited
Uttar Pradesh,Raebarely,42628.0,15568.0,7884.0,23772.0,89852.0,4493.0,85359.0,57189.0,4943.0,62132.0,8313.0,19857.0,73.0,Semi-Critical
Uttar Pradesh,Rampur,47689.0,10053.0,5521.0,14577.0,77840.0,7784.0,70056.0,70689.0,4014.0,74703.0,7026.0,7053.0,107.0,Over-Exploited
Uttar Pradesh,Saharanpur,71478.0,24900.0,12021.0,37966.0,146365.0,13284.0,133081.0,171402.0,5523.0,176925.0,8804.0,0.0,133.0,Over-Exploited
Uttar Pradesh,Sambhal,45853.0,7644.0,5124.0,12481.0,71103.0,7110.0,63993.0,65636.0,4095.0,69732.0,6459.0,1718.0,109.0,Over-Exploited
Uttar Pradesh,Sant Kabeer Nagar,50201.0,6318.0,12692.0,8673.0,77885.0,6683.0,71202.0,44391.0,3377.0,47768.0,5628.0,21183.0,67.0,Safe
Uttar Pradesh,Sant Ravidas Nagar,24920.0,8916.0,0.0,10577.0,44413.0,4441.0,39972.0,33608.0,3373.0,36980.0,6390.0,473.0,93.0,Critical
Uttar Pradesh,Shahjahnpur,103531.0,15180.0,10931.0,20921.0,150562.0,13295.0,137267.0,76348.0,5268.0,81616.0,7772.0,53147.0,59.0,Safe
Uttar Pradesh,Shamli,20672.0,8905.0,4384.0,13102.0,47063.0,4706.0,42357.0,56694.0,2636.0,59331.0,3841.0,447.0,140.0,Over-Exploited
Uttar Pradesh,Shrawasti,28955.0,3416.0,6988.0,5875.0,45234.0,3124.0,42110.0,27376.0,2239.0,29615.0,4315.0,10419.0,70.0,Semi-Critical
Uttar Pradesh,Siddhrth Nagar,104481.0,13407.0,22838.0,19393.0,160120.0,14848.0,145272.0,87581.0,5727.0,93308.0,9986.0,47705.0,64.0,Safe
Uttar Pradesh,Sitapur,124772.0,38248.0,9141.0,74188.0,246350.0,12317.0,234032.0,155285.0,9190.0,164475.0,14167.0,64580.0,70.0,Semi-Critical
Uttar Pradesh,Sonbhadra,18494.0,3239.0,0.0,1420.0,23153.0,2047.0,21106.0,7620.0,1480.0,9100.0,6706.0,6780.0,43.0,Safe
Uttar Pradesh,Sultanpur,52243.0,27371.0,2932.0,32534.0,115081.0,10539.0,104541.0,70793.0,5300.0,76092.0,9222.0,24526.0,73.0,Semi-Critical
Uttar Pradesh,Unnao,92496.0,35570.0,7583.0,56837.0,192486.0,17043.0,175443.0,108387.0,6163.0,114550.0,10001.0,57054.0,65.0,Safe
Uttar Pradesh,Varanasi,37096.0,7270.0,0.0,9628.0,53994.0,5399.0,48595.0,36338.0,5590.0,41928.0,11852.0,3402.0,86.0,Semi-Critical
Uttarakhand,Dehradun,28304.0,1344.0,5185.0,1782.0,36614.0,156.0,36458.0,4292.0,215.0,4507.0,4061.0,28105.0,12.0,Safe
Uttarakhand,Hardwar,22058.0,15348.0,5932.0,30839.0,74177.0,3074.0,71103.0,38104.0,1411.0,39515.0,2294.0,30705.0,56.0,Safe
Uttarakhand,Nainital,7713.0,546.0,1176.0,983.0,10418.0,76.0,10341.0,4369.0,87.0,4456.0,241.0,5731.0,43.0,Safe
Uttarakhand,Udham Singh Nagar,51388.0,8455.0,7703.0,15279.0,82825.0,1187.0,81639.0,63566.0,1271.0,64837.0,2747.0,15326.0,79.0,Semi-Critical
West Bengal,Malda,98062.0,26189.0,8413.0,21102.0,153766.0,13854.0,139912.0,49349.0,6129.0,55478.0,9423.0,81140.0,40.0,Safe
West Bengal,Nadia,101137.0,45261.0,17298.0,44931.0,208627.0,17533.0,191095.0,168092.0,7923.0,176016.0,10348.0,12654.0,92.0,Critical
West Bengal,Kochbihar,186567.0,72428.0,4735.0,11049.0,274778.0,27478.0,247301.0,37722.0,4327.0,42049.0,5827.0,203752.0,17.0,Safe
West Bengal,North 24 Parganas,101900.0,29335.0,7576.0,23718.0,162530.0,14959.0,147570.0,78061.0,14044.0,92104.0,18559.0,50951.0,62.0,Safe
West Bengal,Dakshin Dinajpur,72030.0,19662.0,6151.0,17206.0,115049.0,11505.0,103544.0,45253.0,2562.0,47814.0,3276.0,55015.0,46.0,Safe
West Bengal,Uttar Dinajpur,123119.0,31595.0,7188.0,23230.0,185131.0,13839.0,171293.0,74202.0,4600.0,78802.0,7237.0,89853.0,46.0,Safe
West Bengal,Bankura,91833.0,27820.0,20483.0,29169.0,169305.0,15568.0,153736.0,56995.0,4586.0,61581.0,7181.0,89560.0,40.0,Safe
West Bengal,Purulia,46951.0,13027.0,7942.0,4650.0,72569.0,6612.0,65957.0,1456.0,4489.0,5944.0,6220.0,58281.0,9.0,Safe
West Bengal,Jalpaiguri,204758.0,61381.0,3840.0,11850.0,281830.0,28183.0,253647.0,7132.0,4278.0,11410.0,5751.0,240764.0,4.0,Safe
West Bengal,Barddhaman,185096.0,52724.0,12416.0,32365.0,282601.0,24719.0,257882.0,82336.0,9383.0,91719.0,15393.0,160154.0,36.0,Safe
West Bengal,Murshidabad,135790.0,44175.0,17016.0,45125.0,242107.0,19848.0,222259.0,165522.0,9871.0,175392.0,16623.0,40114.0,79.0,Semi-Critical
West Bengal,Birbhum,76316.0,20237.0,7257.0,14917.0,118728.0,11049.0,107679.0,32297.0,3825.0,36121.0,7537.0,67846.0,34.0,Safe
West Bengal,Howrah,14807.0,5416.0,1165.0,6865.0,28254.0,1879.0,26375.0,4561.0,2149.0,6710.0,5507.0,16307.0,25.0,Safe
West Bengal,Darjeeling,37197.0,10226.0,871.0,1279.0,49573.0,4957.0,44616.0,799.0,1436.0,2235.0,1956.0,41861.0,5.0,Safe
West Bengal,Hoogly,91552.0,26354.0,6476.0,22506.0,146888.0,13994.0,132895.0,52750.0,7038.0,59787.0,10471.0,69674.0,45.0,Safe
West Bengal,Paschim Medinipur,231961.0,70757.0,11561.0,38487.0,352767.0,32843.0,319924.0,95196.0,7714.0,102910.0,12536.0,212193.0,32.0,Safe
West Bengal,Purba Medinipur,53801.0,15030.0,1902.0,9873.0,80606.0,8061.0,72545.0,20226.0,2960.0,23186.0,4216.0,48102.0,32.0,Safe
Andaman & Nicobar,Andaman Nicobar,26183.0,,4621.0,,30804.0,2156.0,28648.0,63.0,1208.0,1271.0,1375.0,27209.0,4.44,Safe
Chandigarh,Chandigarh Ut,1545.0,62.0,488.0,61.0,2156.0,216.0,1940.0,0.0,0.0,0.0,,,0.0,Safe
Dadra & Nagar Haveli,Ut Of Dadra & Nagar Ha,,347.0,941.0,663.0,6216.0,311.0,5905.0,724.0,563.0,1287.0,997.0,4185.0,22.0,Safe
Daman & Diu,Daman,978.0,122.0,0.0,159.0,1259.0,63.0,1196.0,938.0,125.0,1063.0,235.0,23.0,89.0,Semi-Critical
Daman & Diu,Diu,458.0,31.0,0.0,61.0,550.0,55.0,495.0,509.0,68.0,577.0,80.0,0.0,117.0,Over-Exploited
Lakshadweep,Agatti,,,,,108.0,72.0,35.0,,28.0,28.0,,,78.0,Semi-Critical
Lakshadweep,Amini,,,,,103.0,69.0,34.0,,28.0,28.0,,,82.0,Semi-Critical
Lakshadweep,Androth,,,,,193.0,130.0,62.0,,41.0,41.0,,,66.0,Safe
Lakshadweep,Chetlat,,,,,41.0,28.0,14.0,,9.0,9.0,,,63.0,Safe
Lakshadweep,Kadmat,,,,,124.0,83.0,41.0,,20.0,20.0,,,48.0,Safe
Lakshadweep,Kalpeni,,,,,91.0,61.0,30.0,,16.0,16.0,,,54.0,Safe
Lakshadweep,Kiltan,,,,,65.0,43.0,22.0,,14.0,14.0,,,67.0,Safe
Lakshadweep,Kavaratti,,,,,144.0,96.0,48.0,,41.0,41.0,,,85.0,Semi-Critical
Lakshadweep,Minicoy,,,,,186.0,122.0,64.0,,38.0,38.0,,,59.0,Safe
Puducherry,Puducherry,6561.0,1925.0,575.0,2337.0,11398.0,1140.0,10258.0,11838.0,2392.0,14230.0,2732.0,,139.0,Over-Exploited
Puducherry,Karaikal,2090.0,4047.0,241.0,880.0,7258.0,729.0,6529.0,537.0,388.0,924.0,353.0,5642.0,14.0,Safe
Puducherry,Mahe,246.0,0.0,24.0,0.0,270.0,27.0,243.0,0.0,150.0,150.0,154.0,89.0,62.0,Safe
